claim_id,policy_id,claim_type,claim_amount,days_since_policy_start,num_prior_claims,incident_report_delay_days,is_weekend_claim,claim_channel,fraud_label
202818,54064,Home,2039.32,1701,2,2,0,Phone,0
202819,52261,Home,6281.38,173,3,3,0,Broker,0
202820,51052,Motor,580.52,1650,4,5,1,Online,0
202821,53899,Motor,2220.76,1430,2,2,0,Broker,0
202822,54681,Motor,113.14,2809,0,6,1,Online,0
202823,50037,Motor,4382.96,586,2,3,0,Phone,0
202824,50328,Motor,11114.39,2059,0,5,0,Online,0
202825,50131,Home,2139.7,2497,0,7,0,Online,0
202826,54572,Travel,630.5,1251,1,4,1,Phone,0
202827,54659,Travel,4137.09,1884,1,3,0,Online,0
202828,54250,Travel,2724.82,1732,0,2,0,Online,0
202829,55257,Motor,2716.43,1165,1,3,1,Online,0
202830,54256,Home,986.18,1086,1,9,1,Online,0
202831,50956,Motor,4328.01,600,0,1,0,Online,0
202832,54717,Motor,4805.59,2922,0,4,0,Online,0
202833,50046,Motor,2407.34,1753,0,3,1,Online,0
202834,51578,Motor,2226.75,3622,3,7,1,Phone,0
202835,52618,Travel,2304.79,3330,1,3,0,Online,0
202836,55773,Motor,5644.27,602,2,2,0,Phone,1
202837,54367,Home,3251.92,2717,2,6,1,Phone,1
202838,54401,Motor,4905.07,506,1,4,0,Broker,0
202839,54777,Motor,3621.52,2987,1,3,1,Broker,0
202840,54326,Home,915.92,3258,0,6,1,Online,0
202841,54566,Motor,7450.34,1826,2,5,0,Online,0
202842,53936,Home,928.82,2632,0,3,0,Phone,0
202843,52670,Motor,967.02,2580,1,1,0,Phone,0
202844,52099,Home,2414.77,3011,2,3,1,Broker,0
202845,50112,Home,1487.14,2617,0,1,0,Online,1
202846,53747,Travel,1487.03,1326,2,3,1,Online,0
202847,53540,Motor,849.45,194,2,4,0,Broker,0
202848,55894,Motor,2875.12,1573,0,6,0,Online,1
202849,50222,Motor,3170.44,1162,1,7,1,Online,0
202850,55363,Motor,2805.4,3608,1,5,0,Online,1
202851,52091,Travel,2203.61,1138,0,6,1,Online,0
202852,51406,Home,3067.5,1743,1,6,0,Online,1
202853,50592,Travel,1629.77,981,3,2,0,Phone,1
202854,51407,Motor,2687.51,450,0,3,0,Broker,0
202855,53904,Travel,2244.08,1089,0,2,0,Broker,0
202856,52027,Home,983.48,1242,0,4,0,Broker,0
202857,55256,Motor,1576.02,781,1,5,1,Phone,1
202858,52403,Motor,2918.06,2638,0,2,0,Online,0
202859,53867,Travel,3504.19,2660,0,5,0,Online,0
202860,50143,Travel,2617.05,2309,1,3,0,Phone,0
202861,52127,Travel,435.89,2268,3,7,0,Online,0
202862,51317,Travel,1911.32,1550,2,6,0,Online,0
202863,50709,Motor,1601.82,92,0,4,1,Online,0
202864,54583,Home,3255.6,3311,0,5,0,Online,1
202865,54065,Home,1755.57,753,0,3,0,Online,0
202866,50082,Motor,4282.04,1812,3,1,0,Online,1
202867,55359,Motor,266.88,2028,0,4,0,Online,0
202868,53262,Motor,1610.28,2771,2,5,1,Online,0
202869,55551,Motor,754.15,3204,3,5,0,Online,1
202870,53396,Motor,3946.92,365,2,4,0,Online,0
202871,55346,Motor,5639.94,1600,1,3,0,Online,0
202872,50792,Motor,4751.61,910,2,1,0,Broker,0
202873,51680,Motor,1728.14,877,0,4,0,Online,0
202874,52064,Motor,2029.07,791,1,2,0,Online,0
202875,55391,Motor,5425.13,3399,0,5,0,Online,0
202876,51223,Home,619.97,2268,0,5,1,Online,0
202877,54219,Motor,251.61,2799,2,2,0,Phone,1
202878,50681,Travel,2864.01,211,1,6,0,Phone,1
202879,54644,Motor,3097.86,1583,0,6,0,Online,1
202880,55178,Travel,4111.18,3204,2,2,0,Online,0
202881,54608,Home,421.97,1260,1,3,1,Phone,0
202882,50044,Travel,1541.96,3240,4,3,0,Phone,0
202883,51738,Motor,4233.88,3395,0,3,0,Phone,0
202884,52564,Motor,158.0,3032,2,5,0,Phone,0
202885,51353,Home,1024.47,2155,0,3,1,Online,0
202886,52252,Motor,3648.38,3602,1,2,0,Online,0
202887,51631,Travel,1805.85,2558,1,3,0,Online,0
202888,53151,Home,1709.4,284,0,3,0,Phone,0
202889,53149,Motor,5273.02,1008,0,2,0,Online,0
202890,50424,Travel,4141.89,2007,2,7,1,Phone,0
202891,50179,Travel,3589.51,1670,0,4,0,Online,0
202892,53422,Home,4238.62,1323,2,7,0,Online,0
202893,51450,Travel,428.08,3255,1,0,0,Online,1
202894,54230,Travel,2334.95,1469,2,3,0,Online,0
202895,51585,Home,2717.0,3348,1,3,0,Online,0
202896,55299,Travel,803.93,2442,1,3,1,Online,1
202897,55953,Travel,2996.62,250,2,1,0,Online,0
202898,55239,Travel,330.81,3586,0,7,1,Broker,0
202899,53591,Home,2078.78,1680,1,4,1,Broker,0
202900,51441,Motor,4555.09,3490,0,4,0,Online,0
202901,51513,Motor,3665.15,771,2,2,0,Online,0
202902,53392,Home,1885.47,497,1,11,0,Broker,0
202903,51624,Home,5086.73,2989,0,4,1,Online,0
202904,50119,Travel,1661.67,2952,0,5,0,Phone,0
202905,52221,Home,2624.31,228,2,4,0,Phone,0
202906,55689,Home,5132.45,2783,0,5,0,Phone,0
202907,55615,Motor,3163.38,2354,0,3,1,Online,1
202908,51420,Home,660.67,788,1,1,0,Phone,0
202909,52878,Motor,490.79,2195,0,6,0,Phone,1
202910,55576,Home,1988.51,2655,2,3,0,Broker,0
202911,55208,Motor,3215.16,612,3,5,0,Phone,1
202912,50963,Motor,1147.97,648,0,1,1,Phone,0
202913,53546,Motor,2758.1,812,0,6,1,Online,1
202914,50653,Motor,3728.12,570,1,2,1,Phone,1
202915,51630,Motor,3106.27,415,1,9,1,Broker,0
202916,53913,Motor,1795.91,2885,1,0,0,Broker,1
202917,55250,Motor,1877.96,524,2,5,0,Online,1
202918,52904,Motor,1676.18,78,0,3,0,Online,0
202919,54149,Motor,876.08,740,2,3,0,Online,0
202920,53386,Motor,5806.0,878,2,3,0,Online,0
202921,50813,Travel,3832.11,3129,0,8,1,Online,1
202922,55837,Motor,2285.19,2860,2,5,1,Phone,0
202923,55361,Home,4621.46,405,3,2,1,Online,0
202924,52078,Motor,2690.52,3383,0,6,1,Online,1
202925,55336,Motor,2974.91,329,1,4,0,Online,0
202926,54148,Home,5538.33,2077,3,7,0,Phone,0
202927,50339,Travel,5702.29,1238,0,2,0,Online,0
202928,54045,Motor,2295.68,3441,1,7,0,Phone,1
202929,50726,Home,1801.61,2690,1,8,0,Broker,1
202930,54538,Motor,2029.36,3461,1,3,1,Phone,1
202931,52457,Home,4468.87,1063,2,7,0,Online,1
202932,50678,Motor,7737.7,441,1,10,1,Online,0
202933,55922,Home,1917.42,573,2,4,0,Online,1
202934,55290,Home,1261.22,517,1,7,0,Online,0
202935,50152,Home,1389.43,2082,1,5,0,Online,0
202936,52125,Travel,814.35,1137,1,2,1,Online,0
202937,52573,Home,2652.84,577,1,3,0,Online,0
202938,51809,Motor,4627.77,2206,1,3,0,Online,0
202939,52082,Home,2217.97,2425,1,4,0,Phone,0
202940,54370,Motor,2032.43,518,1,2,1,Online,0
202941,55002,Home,1118.01,184,0,3,0,Phone,0
202942,52608,Home,2698.12,3593,0,5,1,Online,0
202943,54948,Motor,5116.71,529,1,5,0,Online,0
202944,51135,Travel,4856.72,2613,2,4,0,Phone,0
202945,51316,Home,3382.01,300,0,2,0,Online,0
202946,52561,Motor,2821.05,1284,2,4,0,Online,0
202947,54442,Home,2770.15,745,1,3,0,Online,1
202948,50761,Motor,1334.71,2673,2,6,0,Online,0
202949,54430,Motor,2731.89,3015,1,4,0,Phone,0
202950,51780,Motor,5302.24,1087,0,2,1,Phone,1
202951,51044,Travel,2113.2,1652,1,2,0,Broker,0
202952,52649,Home,4557.74,2578,1,5,0,Online,0
202953,53450,Motor,2294.2,612,0,5,0,Phone,0
202954,52570,Home,3285.91,2598,1,7,0,Online,0
202955,52430,Motor,6042.25,1364,1,4,0,Online,1
202956,52040,Motor,413.73,1202,1,3,0,Broker,0
202957,52074,Home,1839.93,357,0,2,0,Online,1
202958,53150,Motor,693.46,353,3,2,0,Broker,0
202959,54702,Home,479.74,413,4,5,0,Phone,0
202960,53844,Travel,4221.44,1189,1,4,1,Online,0
202961,53710,Home,2170.45,1268,2,2,0,Phone,1
202962,51426,Travel,3794.1,468,1,7,0,Online,0
202963,52982,Home,3543.5,3409,1,6,0,Online,0
202964,52051,Motor,4335.69,1859,2,7,0,Online,0
202965,52639,Travel,3332.34,1323,0,5,1,Online,0
202966,52258,Home,1074.91,1276,1,3,0,Broker,0
202967,50426,Home,1845.99,649,2,1,0,Online,0
202968,53336,Home,2982.41,2897,1,4,0,Online,0
202969,53318,Motor,3349.55,1191,0,1,1,Phone,0
202970,54582,Motor,4965.27,2100,0,6,1,Online,0
202971,55940,Home,5421.17,562,1,3,1,Online,1
202972,50449,Motor,3655.06,2215,0,6,1,Phone,0
202973,55782,Home,628.09,3558,0,6,1,Phone,0
202974,54936,Motor,934.17,3119,0,7,0,Online,1
202975,51298,Home,2838.94,159,1,4,0,Broker,0
202976,51614,Travel,1474.79,383,2,4,0,Online,0
202977,54165,Home,2408.39,3045,6,4,0,Online,0
202978,54122,Travel,1315.31,2684,2,6,0,Online,0
202979,53698,Motor,1592.01,3399,0,4,0,Phone,0
202980,54842,Motor,2549.73,3614,1,2,0,Phone,0
202981,53206,Motor,1633.83,1368,0,3,0,Broker,0
202982,50382,Motor,3047.48,2899,2,8,1,Online,0
202983,53408,Home,1454.22,3336,1,4,1,Phone,0
202984,51251,Home,1013.26,2793,0,4,1,Phone,0
202985,55715,Motor,2711.74,2555,2,3,0,Phone,0
202986,54646,Travel,3459.62,599,0,8,1,Online,1
202987,50321,Home,1630.22,2464,1,3,0,Online,0
202988,51306,Motor,1380.5,2039,3,5,1,Broker,0
202989,53302,Home,1968.79,2118,1,3,1,Phone,0
202990,50982,Motor,1333.42,2270,0,6,1,Online,0
202991,50648,Home,3173.71,579,0,6,0,Broker,0
202992,53035,Motor,1014.54,1538,2,4,0,Broker,0
202993,55083,Home,6186.29,1438,0,3,0,Online,0
202994,55591,Home,537.9,1893,0,6,0,Online,0
202995,53910,Motor,1899.44,3107,1,9,1,Online,0
202996,54448,Motor,1154.58,118,1,2,0,Online,0
202997,54691,Motor,3693.86,1325,2,3,1,Phone,0
202998,52102,Home,1058.95,3320,0,3,0,Online,0
202999,54161,Travel,2736.77,2382,0,2,0,Online,1
203000,55402,Motor,3275.2,1927,2,5,0,Phone,0
203001,52990,Motor,2397.31,424,1,2,0,Online,1
203002,51380,Motor,1047.72,747,1,2,0,Online,1
203003,51123,Motor,4330.84,228,0,8,1,Phone,0
203004,53981,Travel,6074.13,1331,2,0,0,Phone,0
203005,55397,Home,3760.1,2893,0,7,0,Online,0
203006,55156,Home,2422.31,267,2,4,0,Online,0
203007,51445,Motor,330.8,1630,1,4,0,Broker,0
203008,55663,Motor,4000.25,2974,0,2,0,Online,0
203009,51674,Home,2129.46,1979,2,2,1,Online,0
203010,51062,Home,1912.48,3057,1,9,0,Online,0
203011,51728,Home,1338.85,2988,0,2,0,Online,0
203012,53749,Home,2401.74,991,1,3,0,Online,0
203013,55319,Travel,1253.4,2350,0,9,0,Online,1
203014,51316,Motor,2386.66,2737,0,5,1,Online,0
203015,55058,Motor,919.18,1194,2,1,1,Phone,0
203016,51620,Home,2578.43,2725,2,3,0,Online,0
203017,53432,Home,6398.82,1112,1,6,0,Online,0
203018,55361,Motor,1723.51,2530,3,2,0,Online,0
203019,54892,Home,1344.14,214,2,4,0,Online,0
203020,51360,Motor,3809.93,1258,1,4,0,Phone,1
203021,55878,Home,210.33,3280,0,3,0,Online,0
203022,51301,Motor,1569.09,2979,1,4,0,Online,0
203023,51413,Home,5550.49,811,2,3,0,Online,0
203024,51287,Motor,984.67,1149,0,3,0,Phone,0
203025,54222,Motor,2602.61,2651,4,4,0,Online,0
203026,51984,Motor,3676.67,2416,0,4,0,Broker,1
203027,51043,Motor,6106.54,858,0,3,1,Online,0
203028,53459,Travel,3698.73,2739,0,5,0,Broker,0
203029,52188,Travel,1638.7,1214,1,6,1,Online,0
203030,51912,Motor,11817.01,740,0,3,1,Online,1
203031,55726,Home,1864.92,1411,0,8,0,Phone,0
203032,55453,Home,2833.97,3518,1,2,0,Online,0
203033,54133,Motor,390.05,509,1,3,0,Online,0
203034,51670,Home,8332.62,1738,2,4,0,Phone,0
203035,54641,Motor,3473.73,236,0,3,0,Phone,0
203036,55303,Home,2249.29,2502,1,4,0,Online,1
203037,50660,Motor,3960.45,247,1,1,1,Online,0
203038,53584,Motor,1689.13,290,2,3,0,Broker,0
203039,53078,Motor,2897.7,36,1,6,1,Phone,0
203040,54122,Home,1171.21,1247,2,2,0,Online,0
203041,55949,Home,2461.99,639,0,1,1,Broker,0
203042,54141,Motor,869.77,519,0,5,0,Broker,0
203043,55199,Travel,1940.66,3317,1,1,0,Broker,0
203044,53141,Home,3533.99,803,0,5,1,Online,0
203045,55322,Travel,2604.21,1198,0,4,1,Phone,0
203046,55267,Home,1259.61,1008,0,4,0,Phone,0
203047,55656,Motor,1300.29,205,2,4,1,Online,1
203048,52918,Motor,1726.51,2879,3,4,0,Phone,0
203049,52653,Home,1791.85,2585,0,7,1,Online,0
203050,51441,Travel,491.91,109,2,4,1,Online,0
203051,51767,Motor,4162.61,278,1,3,0,Online,0
203052,54752,Home,1306.38,3032,0,2,0,Phone,0
203053,50706,Motor,4665.54,274,1,2,1,Online,0
203054,54159,Motor,491.18,2430,1,3,0,Phone,0
203055,53039,Motor,2898.51,1397,1,6,1,Phone,0
203056,54044,Home,1709.55,72,1,5,0,Online,0
203057,54821,Motor,1373.32,1744,0,2,1,Broker,0
203058,52999,Travel,2472.17,1256,0,3,0,Online,0
203059,52891,Travel,935.93,2961,1,3,0,Phone,0
203060,53499,Home,5604.8,1572,1,9,0,Online,1
203061,55046,Motor,1356.13,2079,1,5,0,Online,0
203062,50552,Travel,2004.34,93,1,3,0,Online,0
203063,55708,Home,3543.4,2233,2,3,1,Online,0
203064,50828,Home,3798.86,3407,0,8,0,Online,1
203065,55741,Motor,3961.34,1538,1,3,1,Online,0
203066,54757,Motor,1727.44,246,1,7,0,Online,0
203067,52766,Home,2770.02,98,0,6,0,Phone,0
203068,53796,Motor,1924.2,2476,1,5,0,Online,0
203069,50193,Travel,279.42,1168,0,7,0,Online,0
203070,54212,Motor,5065.4,840,1,4,1,Online,0
203071,50273,Motor,1552.36,802,0,2,0,Online,0
203072,53125,Travel,1054.78,3155,3,3,1,Broker,0
203073,51693,Home,1232.76,1500,2,4,1,Online,0
203074,51874,Home,2491.34,2583,1,4,1,Broker,0
203075,51993,Motor,4649.36,3024,1,6,1,Broker,0
203076,53843,Travel,5322.87,587,1,4,0,Phone,0
203077,53237,Travel,1222.93,190,1,6,0,Broker,1
203078,51606,Motor,1493.06,232,0,6,0,Phone,0
203079,52296,Motor,5853.43,2554,1,3,0,Online,0
203080,55346,Home,2304.88,3040,2,3,0,Phone,0
203081,52817,Motor,1747.86,3370,2,0,0,Online,0
203082,55127,Home,1727.75,3127,1,5,0,Online,0
203083,55728,Home,1762.27,2899,1,2,1,Phone,0
203084,54814,Home,779.69,210,4,7,1,Online,0
203085,50128,Travel,3820.36,710,4,3,1,Online,0
203086,54298,Travel,1788.73,2031,0,4,0,Phone,1
203087,55581,Motor,2622.85,2885,1,5,0,Phone,0
203088,51924,Motor,1926.24,1254,0,1,0,Phone,0
203089,54034,Motor,4307.58,3555,1,4,0,Online,1
203090,51242,Home,3863.84,2914,2,3,1,Online,0
203091,55226,Motor,274.3,2205,0,2,0,Phone,0
203092,52333,Motor,4690.39,1233,1,4,0,Online,1
203093,51935,Motor,1620.71,2757,1,1,1,Phone,1
203094,54853,Home,5350.54,2117,3,3,0,Online,1
203095,50036,Home,541.37,2143,0,6,1,Phone,0
203096,55477,Motor,669.67,3193,0,4,0,Broker,0
203097,54970,Home,280.59,3528,0,3,0,Online,0
203098,54522,Home,645.8,2868,0,4,0,Online,0
203099,54684,Motor,1930.48,3199,0,4,0,Online,0
203100,55105,Motor,4998.91,224,1,3,1,Broker,0
203101,54397,Motor,3705.81,2695,1,3,0,Online,0
203102,52555,Motor,677.19,3053,1,2,0,Online,0
203103,51394,Home,6332.45,2746,0,6,0,Broker,0
203104,53703,Travel,787.59,374,0,9,1,Phone,0
203105,53032,Home,1418.52,419,0,4,1,Broker,0
203106,54562,Motor,2188.35,2471,0,4,1,Online,0
203107,54214,Home,2428.28,614,1,3,1,Broker,0
203108,50873,Home,1960.12,1249,1,3,0,Online,0
203109,50338,Motor,1822.04,3506,1,4,0,Phone,0
203110,53729,Motor,2204.27,3448,2,0,0,Online,0
203111,53074,Home,1330.77,132,0,3,0,Online,0
203112,53807,Motor,1019.8,1831,1,2,1,Online,0
203113,50645,Travel,4871.62,1532,0,5,0,Phone,0
203114,55765,Motor,3804.25,489,0,1,0,Phone,0
203115,51894,Motor,821.86,11,0,2,0,Phone,0
203116,55174,Motor,561.8,3415,1,5,1,Online,0
203117,53013,Motor,991.52,892,3,4,0,Online,0
203118,50674,Motor,552.31,3445,1,5,1,Online,1
203119,51163,Motor,104.92,2657,1,5,0,Broker,0
203120,50057,Home,2024.76,3339,1,5,0,Online,1
203121,54154,Travel,970.29,1676,0,4,1,Online,0
203122,53884,Home,6497.29,2909,2,8,0,Phone,0
203123,54250,Travel,3499.32,1560,1,1,1,Phone,0
203124,52011,Home,4014.64,1492,2,5,1,Online,0
203125,52400,Home,1675.34,1670,0,5,0,Online,0
203126,51679,Home,1810.7,336,2,2,0,Phone,0
203127,55916,Home,2076.18,2764,1,7,1,Online,0
203128,50067,Travel,4500.02,3405,0,5,0,Broker,0
203129,50924,Motor,1328.28,1109,1,3,0,Phone,0
203130,50065,Home,3292.54,3234,1,4,0,Online,0
203131,55690,Home,3046.24,2623,3,3,0,Phone,0
203132,52211,Motor,1438.67,2953,1,4,1,Online,0
203133,52438,Motor,1049.62,828,2,2,0,Phone,1
203134,53149,Home,3336.66,2385,0,5,0,Phone,0
203135,53289,Travel,1517.24,1848,3,5,0,Online,0
203136,53737,Home,1791.07,1062,0,2,0,Phone,0
203137,54707,Home,956.99,2970,2,3,0,Broker,0
203138,55437,Motor,2654.52,3614,0,5,0,Broker,0
203139,54399,Motor,2024.05,349,1,2,0,Online,1
203140,51675,Motor,1315.92,1055,0,2,0,Online,0
203141,53646,Motor,1051.42,3155,0,2,1,Broker,0
203142,54665,Motor,1159.64,2378,3,4,0,Phone,0
203143,52533,Home,1007.09,434,1,2,0,Online,0
203144,50016,Home,1117.86,3564,1,3,0,Broker,1
203145,53278,Travel,2505.69,741,0,3,0,Online,0
203146,50137,Home,1876.69,3174,0,5,0,Online,0
203147,51032,Home,4194.23,963,1,3,0,Online,0
203148,55185,Motor,2071.31,1991,0,3,0,Online,0
203149,54121,Motor,5653.16,2471,0,4,0,Online,0
203150,52926,Motor,4942.58,1676,0,3,0,Broker,0
203151,52620,Travel,579.41,2134,1,4,0,Online,0
203152,52244,Motor,2880.53,758,0,3,0,Broker,0
203153,55589,Motor,2546.69,391,2,5,0,Online,0
203154,54318,Motor,1832.95,1012,2,2,0,Online,0
203155,54271,Home,4387.15,2916,0,0,0,Online,0
203156,54666,Motor,2328.81,2786,2,3,0,Phone,1
203157,52271,Motor,1059.72,2801,1,1,0,Online,0
203158,51347,Home,1187.2,473,1,2,0,Broker,1
203159,54479,Motor,2942.98,3408,1,4,0,Online,0
203160,51840,Motor,992.74,1429,0,8,0,Online,1
203161,51922,Home,3324.85,3468,2,2,0,Phone,1
203162,50917,Home,917.38,3603,0,3,0,Online,0
203163,54872,Motor,2316.19,2615,2,3,0,Online,1
203164,54378,Motor,905.83,2568,3,3,0,Broker,0
203165,53603,Motor,2962.71,3310,0,5,0,Online,0
203166,53739,Motor,2613.26,1297,1,6,0,Online,0
203167,52396,Home,4069.31,1430,2,4,0,Online,0
203168,55010,Motor,3523.29,871,0,3,0,Online,0
203169,52324,Motor,1368.35,626,0,5,0,Phone,0
203170,52018,Motor,4554.66,1893,2,7,0,Broker,1
203171,53145,Home,1232.48,85,1,4,0,Online,0
203172,51576,Motor,536.83,1514,1,6,0,Phone,0
203173,54775,Home,5508.2,2638,1,3,0,Broker,1
203174,53361,Motor,3859.83,3076,0,4,0,Online,0
203175,53085,Motor,579.86,3543,4,5,0,Online,1
203176,50538,Home,951.87,1777,1,5,0,Broker,0
203177,50598,Motor,3415.07,1604,1,8,0,Online,0
203178,50813,Home,771.4,2626,1,0,1,Phone,0
203179,53790,Motor,4593.88,170,2,4,0,Online,0
203180,55603,Motor,3281.02,3135,0,2,0,Online,0
203181,55900,Home,1027.51,921,0,4,0,Phone,0
203182,50045,Motor,406.91,1964,1,4,0,Online,0
203183,50543,Motor,1538.39,1904,1,3,0,Broker,0
203184,55064,Home,746.53,2877,1,2,0,Online,1
203185,52686,Motor,2085.85,286,2,7,0,Phone,0
203186,53006,Motor,4619.73,3343,0,5,1,Phone,0
203187,54792,Motor,208.19,1891,0,3,0,Broker,0
203188,55076,Home,1077.15,1277,1,5,1,Online,1
203189,51781,Motor,2772.35,1891,1,1,0,Online,1
203190,55529,Motor,2009.04,2764,2,3,0,Online,0
203191,51940,Travel,1541.54,1321,0,8,0,Phone,0
203192,53783,Home,2762.36,466,0,7,0,Broker,0
203193,54556,Travel,6365.54,2700,0,5,0,Online,0
203194,52706,Home,4519.35,664,3,2,0,Online,0
203195,51440,Home,6672.37,2913,1,2,0,Online,0
203196,54230,Home,665.84,3525,1,6,1,Phone,0
203197,51256,Motor,1094.91,1362,1,10,0,Broker,0
203198,55769,Travel,1291.12,72,3,3,0,Online,0
203199,51670,Travel,3168.84,2401,1,4,0,Online,1
203200,52754,Home,2999.95,3304,1,5,1,Online,0
203201,54063,Motor,3095.4,1883,0,4,0,Online,0
203202,53829,Home,1114.41,3301,3,4,0,Online,0
203203,52856,Home,1145.65,994,1,5,0,Online,1
203204,55249,Motor,1162.86,2356,1,8,0,Broker,0
203205,54023,Motor,965.03,70,0,6,0,Online,0
203206,55893,Motor,5516.2,1448,0,6,0,Online,0
203207,53343,Motor,1381.46,3100,3,2,1,Online,0
203208,50154,Motor,9616.65,3232,0,1,0,Online,0
203209,55997,Home,1955.0,3450,1,3,0,Online,0
203210,50483,Motor,1043.62,2607,1,3,1,Online,0
203211,52722,Motor,3870.77,2812,1,3,0,Online,1
203212,51822,Home,1966.69,681,0,3,0,Online,1
203213,52687,Home,2023.44,474,1,4,0,Phone,0
203214,52319,Motor,2263.6,922,1,4,0,Online,0
203215,51493,Motor,3599.55,2708,2,4,0,Online,0
203216,50226,Home,407.66,1123,0,6,0,Online,0
203217,54977,Home,2645.85,2005,2,4,0,Broker,0
203218,53745,Home,1373.77,769,0,4,0,Online,0
203219,51342,Motor,1237.1,126,0,5,0,Online,0
203220,53461,Home,2257.12,1,1,3,0,Online,1
203221,52682,Home,2149.61,740,3,8,0,Online,0
203222,52024,Motor,278.61,1009,0,5,1,Online,1
203223,54734,Motor,1937.06,1737,1,4,0,Phone,0
203224,51799,Home,2400.82,1201,0,5,0,Online,0
203225,52311,Motor,748.11,1073,2,3,0,Online,0
203226,53218,Home,222.95,63,1,3,1,Online,0
203227,51009,Motor,6044.14,1350,1,0,0,Phone,0
203228,53370,Travel,1940.08,2451,0,4,0,Phone,1
203229,55786,Motor,2431.02,2612,1,3,0,Broker,0
203230,50519,Motor,2498.43,908,3,6,1,Phone,0
203231,51001,Motor,3818.29,2380,1,6,0,Online,0
203232,53388,Motor,454.76,936,1,8,0,Phone,0
203233,55244,Home,2120.93,234,1,3,0,Phone,0
203234,55645,Travel,2235.4,3570,0,6,0,Online,1
203235,54588,Travel,5891.4,2133,1,7,0,Phone,0
203236,53054,Motor,378.17,3271,3,2,0,Broker,0
203237,53836,Motor,2160.79,2352,2,2,1,Online,0
203238,50938,Motor,2896.28,1561,0,4,0,Online,0
203239,55433,Motor,9246.58,559,1,6,1,Online,0
203240,52261,Travel,643.39,1558,3,6,0,Online,0
203241,52308,Home,1100.23,24,2,2,0,Phone,0
203242,53538,Travel,3916.58,951,1,6,0,Online,0
203243,55206,Travel,1159.82,1455,1,2,0,Broker,0
203244,50238,Home,3735.87,1730,3,3,1,Online,0
203245,50420,Travel,4618.3,3309,1,1,1,Online,1
203246,54613,Home,459.31,2988,1,5,1,Phone,1
203247,54334,Motor,3338.24,2328,2,3,0,Online,0
203248,53654,Motor,1538.22,114,0,5,0,Online,0
203249,55462,Motor,1635.28,331,1,6,0,Broker,0
203250,55180,Motor,3253.05,1377,0,5,0,Phone,0
203251,55439,Motor,536.09,3299,1,2,0,Online,0
203252,54800,Motor,3200.21,138,0,4,1,Online,0
203253,54997,Motor,3673.3,3422,0,1,1,Online,1
203254,50611,Motor,2406.05,3425,0,2,0,Online,1
203255,53932,Home,3500.57,3159,1,4,0,Online,1
203256,50622,Motor,1593.94,301,3,8,0,Online,0
203257,55937,Travel,3208.37,231,2,5,1,Online,0
203258,51834,Travel,597.4,819,0,5,0,Online,0
203259,53136,Home,1075.06,1066,0,0,0,Broker,0
203260,53638,Home,1863.63,2471,1,0,0,Online,0
203261,50062,Motor,953.49,3052,0,4,0,Online,0
203262,55355,Motor,2305.37,2907,1,5,0,Broker,1
203263,53243,Motor,703.58,3183,1,5,0,Phone,0
203264,55865,Home,3363.64,186,1,2,0,Online,0
203265,54132,Home,1792.8,2799,0,2,0,Phone,0
203266,51033,Motor,2039.92,857,2,3,0,Phone,0
203267,52228,Motor,2140.7,1046,0,5,0,Online,0
203268,54110,Motor,500.76,840,0,5,0,Phone,1
203269,51006,Home,7360.46,882,0,6,0,Broker,0
203270,51731,Motor,1788.77,1347,0,4,0,Phone,0
203271,54996,Home,3502.9,3406,1,2,0,Online,0
203272,55818,Motor,4134.12,3409,1,3,0,Online,1
203273,52117,Motor,2600.92,1753,0,6,0,Broker,0
203274,55396,Home,664.91,890,0,4,0,Online,0
203275,54106,Home,600.38,1839,1,3,0,Phone,0
203276,50004,Home,2181.09,71,4,7,0,Online,1
203277,54142,Home,2754.54,1089,0,3,0,Phone,0
203278,50136,Motor,2211.43,796,1,3,0,Online,0
203279,54614,Motor,3187.37,2169,1,2,1,Phone,0
203280,51613,Motor,1152.62,822,0,2,0,Broker,0
203281,51496,Home,2004.23,1097,1,3,0,Online,0
203282,51581,Motor,2755.58,3017,0,1,0,Phone,0
203283,51019,Travel,1116.92,1467,3,5,0,Online,0
203284,52048,Motor,1783.61,2811,1,3,0,Broker,0
203285,54408,Home,1412.43,1077,1,2,0,Online,0
203286,52430,Motor,8526.86,1818,0,6,1,Online,0
203287,50467,Home,2009.63,452,0,3,0,Online,0
203288,50761,Motor,1187.19,2553,1,9,0,Phone,0
203289,55365,Motor,1556.48,1056,2,8,0,Broker,0
203290,50149,Motor,1937.78,826,0,5,0,Broker,0
203291,51823,Home,1351.07,2288,0,2,0,Online,0
203292,52848,Motor,1131.49,1340,1,4,1,Online,1
203293,50595,Travel,904.99,1918,1,2,0,Phone,0
203294,50907,Home,3379.73,1638,0,6,0,Online,0
203295,53745,Motor,2860.95,1936,0,4,0,Broker,1
203296,50349,Travel,2297.29,1719,0,7,0,Online,1
203297,51514,Home,5299.36,662,3,4,0,Online,0
203298,55161,Home,2481.44,1134,0,2,0,Broker,0
203299,53610,Motor,3191.11,2731,0,3,1,Online,0
203300,51716,Home,3612.46,652,3,4,0,Broker,0
203301,55360,Motor,1385.48,3255,0,5,0,Broker,1
203302,52202,Motor,5027.02,3345,2,3,0,Online,0
203303,51828,Home,1640.47,1436,1,7,0,Broker,0
203304,51182,Motor,1915.68,791,1,2,0,Phone,0
